service_id,vehicle_id,service_date,service_type,service_cost,warranty_claim,dealer_region
29874,1522,2024-05-02,Major,12045,No,Bangalore
29875,939,2024-11-10,Major,12165,No,Bangalore
29876,1194,2025-06-10,Minor,8089,No,Bangalore
29877,670,2026-02-14,Major,18915,Yes,Chennai
29878,1892,2023-03-17,Repair,10464,Yes,Hyderabad
29879,634,2025-10-16,Major,13526,Yes,Chennai
29880,984,2025-08-02,Repair,12890,Yes,Delhi
29881,399,2025-05-13,Minor,5995,No,Chennai
29882,891,2024-12-02,Minor,12431,No,Mumbai
29883,1085,2023-10-19,Repair,10885,Yes,Hyderabad
29884,1835,2024-10-02,Major,15522,Yes,Chennai
29885,786,2023-08-02,Major,14817,Yes,Chennai
29886,801,2025-03-20,Minor,8966,No,Chennai
29887,1402,2023-07-13,Minor,5261,Yes,Mumbai
29888,1831,2023-03-12,Minor,7122,Yes,Mumbai
29889,1993,2025-03-21,Major,15320,Yes,Delhi
29890,1818,2025-11-11,Minor,6504,No,Chennai
29891,1167,2023-03-16,Major,18637,No,Mumbai
29892,1516,2024-01-24,Minor,11753,Yes,Mumbai
29893,364,2024-08-05,Major,15238,Yes,Chennai
29894,1818,2024-06-02,Major,14327,No,Hyderabad
29895,997,2023-06-15,Major,14983,Yes,Hyderabad
29896,1034,2025-09-26,Minor,6439,No,Delhi
29897,1230,2025-09-06,Minor,9854,No,Chennai
29898,276,2023-11-14,Major,12239,No,Mumbai
29899,1886,2025-12-11,Minor,9556,No,Delhi
29900,494,2025-02-15,Major,13840,Yes,Mumbai
29901,1720,2025-03-01,Minor,9247,Yes,Chennai
29902,97,2025-01-17,Repair,13533,No,Chennai
29903,834,2025-12-30,Repair,10455,Yes,Mumbai
29904,1205,2024-02-24,Repair,9264,No,Mumbai
29905,1170,2025-06-08,Major,15761,No,Hyderabad
29906,1014,2024-10-10,Repair,10897,Yes,Bangalore
29907,627,2026-01-21,Minor,10243,No,Chennai
29908,1057,2025-08-29,Repair,12554,No,Chennai
29909,998,2025-12-14,Minor,10332,No,Mumbai
29910,167,2024-01-14,Major,17344,Yes,Mumbai
29911,1173,2024-10-24,Repair,8277,Yes,Mumbai
29912,1843,2024-05-19,Major,17686,No,Delhi
29913,2000,2025-07-11,Minor,10585,No,Mumbai
29914,1995,2024-10-23,Minor,6514,No,Delhi
29915,838,2024-11-07,Repair,9031,No,Mumbai
29916,1780,2024-04-14,Major,19771,Yes,Delhi
29917,697,2025-03-08,Minor,8743,No,Mumbai
29918,1243,2025-08-08,Major,12222,Yes,Mumbai
29919,639,2024-10-30,Minor,8782,No,Mumbai
29920,952,2025-06-11,Minor,5790,No,Delhi
29921,1460,2023-09-26,Repair,10180,Yes,Hyderabad
29922,188,2023-08-09,Major,18894,Yes,Delhi
29923,15,2025-06-19,Minor,5204,No,Delhi
29924,6,2025-03-12,Major,12470,No,Bangalore
29925,1279,2024-04-18,Major,14245,Yes,Mumbai
29926,1335,2024-02-21,Repair,13222,No,Mumbai
29927,608,2025-10-16,Minor,10725,Yes,Chennai
29928,896,2025-01-01,Repair,12595,Yes,Delhi
29929,1535,2024-03-28,Repair,9709,No,Chennai
29930,917,2024-02-10,Repair,13082,No,Chennai
29931,1568,2023-06-06,Minor,8325,Yes,Delhi
29932,1479,2023-12-08,Major,16390,Yes,Bangalore
29933,338,2025-02-24,Minor,5967,Yes,Bangalore
29934,1146,2025-04-01,Repair,9371,No,Delhi
29935,455,2024-01-27,Repair,14098,No,Hyderabad
29936,1099,2023-10-13,Repair,8025,No,Mumbai
29937,1920,2023-03-12,Major,14558,No,Chennai
29938,1791,2023-07-01,Repair,9890,Yes,Hyderabad
29939,1465,2023-05-09,Major,16385,Yes,Chennai
29940,1594,2023-07-22,Minor,7691,No,Mumbai
29941,198,2025-09-09,Minor,6606,No,Bangalore
29942,1759,2024-09-22,Major,15195,Yes,Mumbai
29943,1391,2024-03-11,Minor,9212,Yes,Delhi
29944,1131,2023-10-17,Major,16859,No,Chennai
29945,204,2024-04-25,Major,12959,No,Hyderabad
29946,1306,2025-04-22,Repair,12883,No,Bangalore
29947,970,2025-03-06,Repair,12122,No,Hyderabad
29948,1671,2024-11-08,Minor,6521,Yes,Bangalore
29949,713,2024-11-18,Major,14651,Yes,Bangalore
29950,902,2024-06-29,Minor,7279,No,Mumbai
29951,1115,2024-03-23,Repair,8001,No,Mumbai
29952,1224,2024-05-01,Major,16143,No,Delhi
29953,1303,2023-06-20,Repair,15491,Yes,Bangalore
29954,1421,2023-07-22,Repair,8678,Yes,Chennai
29955,686,2025-11-18,Major,15542,Yes,Chennai
29956,1966,2025-11-24,Major,13684,Yes,Delhi
29957,1611,2023-12-05,Major,12257,Yes,Hyderabad
29958,1112,2025-04-04,Repair,14649,No,Bangalore
29959,674,2024-01-07,Major,17948,No,Bangalore
29960,1519,2023-10-11,Repair,11550,Yes,Delhi
29961,896,2024-07-28,Major,17002,No,Delhi
29962,1989,2025-10-05,Minor,5313,Yes,Bangalore
29963,772,2025-09-08,Minor,9279,Yes,Chennai
29964,1761,2023-12-11,Major,14378,Yes,Chennai
29965,431,2025-09-22,Minor,10118,Yes,Bangalore
29966,1874,2025-05-02,Major,17653,Yes,Delhi
29967,997,2025-08-28,Minor,7257,No,Bangalore
29968,1102,2023-06-18,Repair,12552,Yes,Delhi
29969,1622,2025-11-22,Repair,13306,No,Chennai
29970,468,2023-07-30,Repair,8406,No,Bangalore
29971,1336,2024-09-21,Minor,6866,Yes,Mumbai
29972,1709,2024-05-17,Minor,12719,No,Hyderabad
29973,1829,2025-02-03,Major,14958,No,Hyderabad
29974,229,2025-02-11,Repair,13377,Yes,Bangalore
29975,1528,2025-05-04,Minor,8451,Yes,Delhi
29976,986,2023-05-01,Repair,12510,Yes,Mumbai
29977,1741,2024-05-01,Major,14556,No,Bangalore
29978,21,2025-05-21,Major,12096,Yes,Hyderabad
29979,1792,2025-01-10,Repair,8515,Yes,Hyderabad
29980,1016,2025-02-28,Repair,11671,Yes,Delhi
29981,909,2025-09-30,Minor,5772,Yes,Mumbai
29982,1548,2024-04-21,Repair,14240,No,Delhi
29983,1496,2023-06-06,Minor,8844,Yes,Mumbai
29984,1509,2025-10-31,Minor,6807,No,Mumbai
29985,1025,2024-02-04,Major,14752,No,Mumbai
29986,1687,2025-07-16,Repair,9499,No,Mumbai
29987,1776,2024-06-07,Repair,9816,Yes,Hyderabad
29988,533,2023-08-07,Major,13601,No,Mumbai
29989,1439,2025-11-15,Minor,7013,No,Delhi
29990,119,2024-09-02,Repair,7580,Yes,Chennai
29991,1657,2024-03-24,Major,18379,No,Bangalore
29992,1909,2024-03-11,Major,17045,Yes,Delhi
29993,417,2023-11-27,Repair,15835,No,Mumbai
29994,934,2025-01-15,Major,13997,Yes,Bangalore
29995,200,2024-01-10,Repair,13587,No,Delhi
29996,519,2024-06-13,Minor,6153,No,Mumbai
29997,1292,2024-04-09,Minor,7895,No,Chennai
29998,874,2026-01-13,Repair,13140,No,Chennai
29999,482,2024-02-07,Major,14567,Yes,Hyderabad
30000,1307,2023-11-26,Repair,11601,Yes,Bangalore
30001,855,2023-09-28,Minor,10198,No,Chennai
30002,109,2025-06-21,Minor,5165,No,Delhi
30003,1482,2024-04-29,Major,12131,No,Chennai
30004,32,2025-04-08,Major,15356,No,Hyderabad
30005,1211,2023-12-15,Minor,8654,Yes,Delhi
30006,734,2023-08-06,Repair,8945,No,Mumbai
30007,1536,2024-03-14,Repair,9807,No,Hyderabad
30008,98,2024-07-17,Repair,12890,Yes,Delhi
30009,616,2024-07-23,Repair,10913,No,Bangalore
30010,1888,2025-01-14,Repair,13407,No,Mumbai
30011,384,2025-09-16,Repair,10594,Yes,Chennai
30012,259,2024-11-20,Minor,5624,No,Chennai
30013,626,2023-05-10,Minor,11876,Yes,Hyderabad
30014,970,2023-09-22,Minor,9909,No,Mumbai
30015,962,2023-12-22,Repair,11726,No,Hyderabad
30016,1745,2025-08-07,Repair,12408,Yes,Hyderabad
30017,57,2023-04-17,Repair,8407,Yes,Bangalore
30018,361,2024-09-11,Minor,7925,No,Hyderabad
30019,1758,2023-07-06,Major,17585,Yes,Mumbai
30020,1687,2025-02-24,Major,13669,Yes,Bangalore
30021,770,2024-06-29,Major,19184,Yes,Hyderabad
30022,211,2023-12-07,Minor,8914,Yes,Mumbai
30023,90,2023-11-13,Minor,9303,Yes,Delhi
30024,1309,2024-10-24,Major,14419,Yes,Bangalore
30025,1892,2024-04-21,Repair,10417,No,Delhi
30026,1297,2023-12-29,Minor,9329,Yes,Delhi
30027,1910,2025-11-19,Major,14178,No,Mumbai
30028,1084,2025-08-25,Repair,12335,Yes,Mumbai
30029,1158,2026-02-15,Minor,6971,Yes,Hyderabad
30030,92,2026-02-15,Minor,6825,Yes,Hyderabad
30031,582,2024-12-05,Major,13010,Yes,Delhi
30032,965,2024-10-30,Repair,9927,No,Delhi
30033,1082,2023-07-04,Minor,6884,No,Hyderabad
30034,1983,2024-08-12,Repair,11762,No,Delhi
30035,577,2023-07-05,Major,15106,Yes,Bangalore
30036,1622,2025-02-03,Repair,13173,No,Chennai
30037,1822,2023-07-10,Major,16319,No,Chennai
30038,11,2024-04-05,Minor,6240,No,Mumbai
30039,488,2023-07-22,Major,12983,Yes,Hyderabad
30040,675,2023-10-23,Major,14230,No,Delhi
30041,765,2025-06-17,Major,13186,Yes,Hyderabad
30042,478,2026-02-09,Repair,10665,No,Chennai
30043,1957,2024-04-05,Repair,10881,Yes,Delhi
30044,299,2023-05-03,Repair,12372,No,Delhi
30045,1423,2025-06-26,Major,14065,No,Mumbai
30046,839,2025-03-13,Repair,11768,Yes,Hyderabad
30047,1623,2024-06-02,Minor,9684,No,Mumbai
30048,1055,2023-05-12,Minor,7520,Yes,Chennai
30049,159,2025-04-21,Repair,13685,Yes,Chennai
30050,633,2024-07-01,Major,14095,No,Hyderabad
30051,762,2023-04-04,Minor,10107,Yes,Mumbai
30052,959,2025-05-04,Minor,10460,Yes,Bangalore
30053,1719,2025-10-31,Repair,12686,Yes,Hyderabad
30054,1057,2025-11-19,Repair,13314,No,Chennai
30055,1222,2024-07-16,Major,12538,Yes,Delhi
30056,1263,2023-05-01,Major,12837,No,Delhi
30057,407,2024-02-27,Repair,11768,Yes,Hyderabad
30058,634,2024-05-27,Minor,7146,No,Chennai
30059,525,2025-04-29,Major,15441,Yes,Delhi
30060,970,2023-03-28,Minor,9716,No,Mumbai
30061,1292,2024-01-08,Major,14636,No,Mumbai
30062,1902,2023-10-14,Minor,7429,Yes,Hyderabad
30063,1391,2025-08-03,Repair,12594,No,Bangalore
30064,916,2025-03-23,Repair,13405,No,Chennai
30065,578,2025-04-05,Repair,12784,No,Bangalore
30066,1762,2023-06-26,Major,15852,Yes,Mumbai
30067,1266,2024-01-23,Repair,9229,Yes,Mumbai
30068,152,2024-02-06,Major,12696,Yes,Delhi
30069,474,2024-01-13,Repair,9076,No,Chennai
30070,499,2024-05-01,Repair,9921,No,Chennai
30071,1898,2025-07-24,Major,16352,No,Hyderabad
30072,505,2023-09-28,Major,17712,Yes,Bangalore
30073,157,2024-03-17,Minor,7285,Yes,Bangalore
30074,862,2024-09-15,Minor,6954,No,Chennai
30075,1063,2025-04-27,Minor,4521,No,Bangalore
30076,396,2023-12-17,Minor,7964,Yes,Bangalore
30077,1946,2025-11-14,Repair,12454,No,Mumbai
30078,1828,2023-11-25,Major,14661,No,Mumbai
30079,1148,2024-05-09,Major,15851,Yes,Hyderabad
30080,298,2024-04-14,Repair,12753,Yes,Chennai
30081,1747,2025-05-06,Repair,10811,No,Chennai
30082,1184,2026-01-20,Repair,9690,No,Hyderabad
30083,1115,2024-09-10,Major,11762,Yes,Bangalore
30084,735,2026-01-14,Major,16135,No,Mumbai
30085,1840,2024-02-16,Major,17269,Yes,Delhi
30086,779,2024-05-20,Repair,12240,No,Hyderabad
30087,732,2025-06-24,Major,18677,No,Chennai
30088,437,2024-10-23,Major,18509,No,Chennai
30089,1441,2024-06-09,Major,16645,Yes,Bangalore
30090,1238,2023-03-22,Minor,6360,No,Chennai
30091,1616,2025-09-23,Minor,9843,No,Hyderabad
30092,1333,2026-01-04,Major,14175,Yes,Bangalore
30093,972,2025-11-10,Minor,5915,Yes,Mumbai
30094,915,2024-01-28,Minor,6161,Yes,Chennai
30095,1818,2024-12-31,Minor,6931,Yes,Mumbai
30096,1882,2023-06-13,Minor,11838,Yes,Chennai
30097,1780,2025-01-10,Repair,15932,Yes,Delhi
30098,1061,2025-06-18,Minor,5240,Yes,Hyderabad
30099,1406,2024-09-01,Repair,10464,Yes,Bangalore
30100,334,2024-11-25,Repair,11966,No,Mumbai
30101,1328,2025-03-12,Repair,12980,Yes,Delhi
30102,903,2025-12-26,Major,16515,Yes,Bangalore
30103,291,2026-01-14,Major,16296,No,Mumbai
30104,1553,2025-12-19,Major,14830,Yes,Mumbai
30105,380,2023-07-24,Minor,8372,No,Bangalore
30106,1422,2023-06-02,Minor,7576,No,Mumbai
30107,100,2025-01-02,Minor,7917,Yes,Mumbai
30108,1556,2026-01-26,Repair,10532,Yes,Bangalore
30109,1073,2024-09-05,Minor,10544,No,Bangalore
30110,437,2024-01-20,Minor,11062,Yes,Hyderabad
30111,854,2024-09-01,Repair,9573,No,Mumbai
30112,1444,2024-12-05,Repair,15737,No,Chennai
30113,711,2023-09-18,Minor,5191,Yes,Chennai
30114,1360,2023-07-17,Minor,8656,Yes,Delhi
30115,476,2023-03-11,Minor,8405,Yes,Chennai
30116,481,2024-01-20,Repair,14331,Yes,Hyderabad
30117,1855,2023-02-27,Major,19857,Yes,Bangalore
30118,125,2025-04-12,Minor,7085,No,Chennai
30119,1746,2025-06-04,Major,18807,Yes,Bangalore
30120,155,2025-01-15,Repair,8893,No,Hyderabad
30121,1178,2024-08-04,Major,15588,Yes,Chennai
30122,183,2025-09-01,Minor,10859,Yes,Chennai
30123,1807,2026-02-15,Major,15997,No,Bangalore
30124,641,2024-11-26,Major,13538,Yes,Chennai
30125,1764,2023-09-29,Repair,12116,No,Mumbai
30126,102,2025-01-28,Repair,12066,Yes,Chennai
30127,1613,2023-12-20,Minor,11782,No,Hyderabad
30128,1944,2024-03-03,Repair,11774,No,Chennai
30129,1942,2024-10-24,Minor,9966,Yes,Bangalore
30130,211,2024-05-29,Major,16363,No,Hyderabad
30131,1957,2024-07-28,Major,15429,Yes,Delhi
30132,128,2024-09-01,Repair,12532,Yes,Hyderabad
30133,1076,2024-07-02,Major,17254,Yes,Bangalore
30134,1655,2024-11-11,Minor,9964,Yes,Mumbai
30135,1837,2023-12-28,Minor,9281,Yes,Delhi
30136,1516,2023-12-13,Major,18425,Yes,Delhi
30137,119,2024-09-22,Major,12294,No,Chennai
30138,1859,2025-12-15,Repair,13485,Yes,Chennai
30139,425,2025-12-22,Minor,7592,Yes,Bangalore
30140,815,2024-03-02,Repair,13671,Yes,Bangalore
30141,727,2024-01-21,Repair,11313,Yes,Hyderabad
30142,776,2024-07-03,Major,15710,Yes,Mumbai
30143,631,2023-06-27,Major,17387,Yes,Delhi
30144,538,2025-06-30,Major,15401,No,Delhi
30145,1553,2023-04-28,Repair,10861,Yes,Chennai
30146,212,2024-03-31,Minor,10443,No,Chennai
30147,775,2025-08-03,Repair,11434,No,Delhi
30148,1878,2024-12-04,Minor,7165,Yes,Delhi
30149,215,2023-06-17,Minor,9104,Yes,Delhi
30150,1079,2023-11-15,Minor,8497,Yes,Bangalore
30151,1364,2025-03-24,Minor,12007,Yes,Bangalore
30152,186,2023-06-28,Minor,10008,No,Delhi
30153,433,2023-12-21,Repair,10815,Yes,Bangalore
30154,967,2024-07-27,Repair,10410,Yes,Delhi
30155,780,2023-09-13,Repair,13465,Yes,Chennai
30156,913,2024-08-20,Minor,7157,No,Delhi
30157,1049,2025-11-22,Minor,5402,Yes,Bangalore
30158,607,2024-12-27,Minor,7500,No,Mumbai
30159,1447,2025-01-15,Minor,7459,Yes,Delhi
30160,100,2025-10-21,Repair,11081,No,Hyderabad
30161,1349,2023-09-16,Major,15803,No,Bangalore
30162,467,2024-12-12,Repair,9815,Yes,Mumbai
30163,576,2023-09-01,Minor,8006,Yes,Mumbai
30164,856,2025-04-09,Major,16489,Yes,Hyderabad
30165,939,2024-07-28,Major,12705,No,Bangalore
30166,405,2023-03-04,Minor,8856,Yes,Chennai
30167,416,2024-01-02,Minor,7638,No,Hyderabad
30168,1466,2023-10-06,Major,12822,No,Delhi
30169,191,2024-05-07,Major,17205,Yes,Mumbai
30170,821,2025-03-31,Major,12088,No,Hyderabad
30171,1881,2025-09-07,Minor,7507,Yes,Delhi
30172,96,2024-08-29,Repair,9783,Yes,Chennai
30173,1961,2023-12-27,Repair,10880,No,Bangalore
30174,1056,2024-01-15,Major,13994,No,Mumbai
30175,309,2023-05-16,Repair,13158,Yes,Delhi
30176,775,2025-06-24,Major,14848,Yes,Delhi
30177,1943,2025-11-24,Major,14500,No,Chennai
30178,1765,2025-11-17,Major,14561,No,Hyderabad
30179,1844,2024-11-28,Repair,13412,No,Mumbai
30180,1043,2025-04-18,Minor,7381,Yes,Bangalore
30181,996,2026-01-12,Repair,10899,Yes,Mumbai
30182,324,2026-02-14,Repair,10180,No,Chennai
30183,1708,2025-05-06,Major,13755,No,Delhi
30184,543,2023-12-11,Major,14368,Yes,Mumbai
30185,483,2025-07-03,Repair,9623,No,Delhi
30186,1801,2026-01-02,Major,14842,Yes,Mumbai
30187,1894,2024-01-15,Repair,12219,No,Delhi
30188,1657,2023-11-28,Minor,11483,No,Delhi
30189,364,2025-06-03,Major,15222,Yes,Mumbai
30190,1634,2025-08-08,Minor,7347,Yes,Delhi
30191,207,2023-09-04,Major,12625,Yes,Mumbai
30192,1470,2025-12-20,Major,15749,Yes,Delhi
30193,368,2026-01-29,Repair,11930,Yes,Bangalore
30194,967,2024-06-03,Minor,7408,No,Chennai
30195,326,2023-06-28,Major,15419,No,Mumbai
30196,1604,2024-12-19,Minor,7145,Yes,Chennai
30197,1805,2025-06-13,Repair,13262,No,Bangalore
30198,11,2025-12-30,Minor,6012,Yes,Hyderabad
30199,1328,2025-06-20,Major,17155,Yes,Delhi
30200,738,2025-10-29,Repair,10314,No,Bangalore
30201,621,2024-08-31,Repair,15232,No,Bangalore
30202,1875,2024-03-23,Minor,8726,No,Bangalore
30203,1679,2023-03-31,Minor,6501,Yes,Chennai
30204,826,2024-10-11,Minor,8117,No,Hyderabad
30205,915,2026-02-04,Repair,8912,Yes,Bangalore
30206,1111,2024-12-14,Minor,9976,No,Chennai
30207,579,2024-05-10,Minor,7760,No,Hyderabad
30208,801,2025-08-05,Repair,11663,Yes,Delhi
30209,1182,2025-04-05,Major,16764,No,Bangalore
30210,1093,2024-07-08,Minor,10427,No,Delhi
30211,209,2023-09-26,Major,12841,Yes,Mumbai
30212,825,2025-04-29,Minor,6407,No,Hyderabad
30213,1144,2025-08-14,Minor,9261,Yes,Delhi
30214,1831,2024-11-01,Repair,9676,No,Delhi
30215,1404,2024-06-07,Major,13994,Yes,Bangalore
30216,108,2023-07-15,Major,15206,Yes,Chennai
30217,1461,2024-08-29,Major,16266,Yes,Hyderabad
30218,1564,2024-06-07,Major,17306,Yes,Delhi
30219,440,2024-07-11,Repair,15234,Yes,Mumbai
30220,66,2024-09-02,Minor,7737,No,Bangalore
30221,959,2023-07-18,Repair,13390,Yes,Chennai
30222,1320,2025-03-22,Minor,9260,Yes,Hyderabad
30223,722,2024-02-22,Minor,7229,No,Delhi
30224,1061,2024-06-13,Major,12108,Yes,Chennai
30225,1021,2025-09-08,Minor,7520,Yes,Bangalore
30226,1033,2023-03-18,Major,16541,No,Chennai
30227,785,2023-10-30,Repair,11361,No,Mumbai
30228,1062,2024-02-14,Major,14289,No,Mumbai
30229,1776,2025-05-07,Repair,10418,No,Mumbai
30230,564,2025-04-11,Repair,9058,No,Mumbai
30231,1148,2025-09-09,Minor,9368,No,Chennai
30232,1253,2024-11-21,Major,14178,Yes,Mumbai
30233,866,2025-12-20,Major,17537,No,Mumbai
30234,1734,2023-12-14,Repair,14984,Yes,Mumbai
30235,446,2023-11-25,Major,16368,No,Bangalore
30236,716,2024-08-08,Repair,8417,No,Bangalore
30237,45,2023-07-11,Major,15846,Yes,Delhi
30238,576,2023-04-22,Major,15273,Yes,Chennai
30239,1495,2025-03-12,Major,14447,Yes,Delhi
30240,1504,2024-09-09,Major,12810,No,Mumbai
30241,1511,2023-03-07,Repair,9939,Yes,Mumbai
30242,789,2025-01-14,Minor,9447,No,Bangalore
30243,536,2024-12-16,Major,17995,No,Mumbai
30244,640,2024-08-23,Repair,11406,No,Bangalore
30245,535,2025-09-08,Minor,8716,No,Chennai
30246,1252,2024-07-16,Minor,11161,No,Chennai
30247,790,2023-07-18,Minor,9017,Yes,Mumbai
30248,1726,2026-02-19,Minor,12155,No,Hyderabad
30249,38,2025-07-25,Major,14235,No,Chennai
30250,1040,2025-12-13,Major,15315,No,Delhi
30251,1853,2023-06-05,Minor,10720,No,Bangalore
30252,317,2025-05-18,Minor,7155,No,Hyderabad
30253,121,2023-09-19,Major,14926,Yes,Delhi
30254,1692,2025-08-09,Major,16304,Yes,Hyderabad
30255,256,2025-03-05,Major,13476,No,Hyderabad
30256,847,2023-12-16,Major,17877,No,Hyderabad
30257,1529,2024-08-22,Minor,8243,No,Delhi
30258,1829,2023-09-30,Major,14299,No,Delhi
30259,458,2025-02-08,Minor,5981,Yes,Mumbai
30260,1847,2024-07-03,Repair,14670,No,Hyderabad
30261,1117,2023-04-19,Minor,8074,Yes,Chennai
30262,242,2023-08-02,Minor,8602,Yes,Mumbai
30263,364,2025-11-20,Repair,11596,Yes,Hyderabad
30264,1219,2024-03-13,Repair,9031,Yes,Chennai
30265,425,2024-11-07,Major,14543,No,Delhi
30266,972,2024-09-06,Major,12778,No,Delhi
30267,1282,2025-09-29,Major,16731,No,Bangalore
30268,653,2024-01-30,Major,12904,No,Delhi
30269,197,2023-12-28,Repair,12608,No,Bangalore
30270,969,2024-05-01,Repair,10449,Yes,Delhi
30271,1377,2023-06-15,Major,17493,Yes,Delhi
30272,1925,2023-05-19,Major,16573,Yes,Bangalore
30273,472,2023-05-20,Major,19789,No,Delhi
30274,1991,2024-07-29,Minor,5493,Yes,Chennai
30275,772,2025-04-24,Major,16157,Yes,Chennai
30276,104,2023-11-23,Minor,6218,Yes,Mumbai
30277,1769,2023-10-25,Major,13057,Yes,Mumbai
30278,656,2024-11-04,Repair,9712,No,Delhi
30279,592,2023-10-19,Minor,10019,Yes,Chennai
30280,505,2023-03-31,Major,17256,Yes,Delhi
30281,1456,2024-02-11,Repair,12074,Yes,Chennai
30282,272,2024-04-07,Minor,11006,Yes,Bangalore
30283,1354,2024-07-26,Major,13412,Yes,Chennai
30284,1823,2024-11-11,Minor,12672,Yes,Delhi
30285,187,2024-06-25,Major,13400,No,Chennai
30286,928,2023-09-02,Major,13210,No,Delhi
30287,1611,2025-08-19,Major,12534,No,Delhi
30288,763,2023-12-20,Minor,10279,Yes,Mumbai
30289,769,2023-05-20,Repair,9732,No,Hyderabad
30290,360,2024-05-12,Minor,9765,No,Chennai
30291,30,2023-04-03,Minor,6316,Yes,Bangalore
30292,1698,2024-08-02,Repair,12279,Yes,Mumbai
30293,1567,2023-05-01,Major,14425,Yes,Chennai
30294,1343,2023-07-20,Major,15303,No,Chennai
30295,1687,2024-08-28,Minor,6838,Yes,Bangalore
30296,1009,2023-12-20,Major,13699,Yes,Mumbai
30297,241,2025-10-04,Minor,10798,Yes,Mumbai
30298,1425,2026-01-24,Repair,10604,Yes,Delhi
30299,426,2024-08-28,Repair,14720,No,Mumbai
30300,153,2023-10-08,Minor,8544,Yes,Mumbai
30301,704,2025-04-20,Minor,8268,Yes,Delhi
30302,1409,2024-05-27,Minor,7281,No,Mumbai
30303,1751,2025-02-20,Minor,6468,No,Delhi
30304,1914,2025-02-07,Major,17322,Yes,Delhi
30305,1611,2023-10-29,Minor,5330,Yes,Chennai
30306,883,2023-05-05,Major,14068,No,Bangalore
30307,1252,2025-05-14,Major,18316,No,Bangalore
30308,3,2024-12-23,Minor,7650,Yes,Delhi
30309,105,2023-07-06,Repair,12134,No,Hyderabad
30310,1458,2023-02-26,Minor,4787,Yes,Delhi
30311,731,2023-08-02,Minor,9530,Yes,Chennai
30312,1734,2025-03-17,Minor,12192,Yes,Delhi
30313,1707,2025-06-18,Repair,9417,No,Bangalore
30314,775,2025-05-21,Repair,10733,No,Delhi
30315,1620,2024-09-18,Minor,10210,No,Mumbai
30316,1969,2023-04-25,Minor,8208,Yes,Bangalore
30317,1366,2024-08-20,Repair,8274,Yes,Chennai
30318,27,2025-10-17,Major,13160,Yes,Hyderabad
30319,261,2024-07-26,Repair,13732,No,Hyderabad
30320,1643,2024-07-14,Major,15472,Yes,Bangalore
30321,1048,2025-04-13,Repair,11392,Yes,Delhi
30322,1558,2025-05-13,Repair,9206,Yes,Hyderabad
30323,153,2025-05-28,Repair,11189,Yes,Chennai
30324,969,2024-07-05,Minor,7119,No,Mumbai
30325,563,2023-08-28,Minor,10285,Yes,Delhi
30326,876,2025-02-09,Major,18777,No,Delhi
30327,639,2024-04-17,Minor,8982,Yes,Mumbai
30328,531,2023-06-01,Major,16784,No,Hyderabad
30329,1915,2023-11-08,Major,15236,Yes,Hyderabad
30330,616,2023-10-08,Minor,7406,Yes,Delhi
30331,1042,2026-01-22,Repair,8688,No,Delhi
30332,336,2024-05-16,Major,15377,No,Mumbai
30333,77,2024-02-09,Repair,14974,Yes,Chennai
30334,1839,2025-07-02,Minor,9389,Yes,Delhi
30335,249,2023-11-29,Repair,12356,Yes,Hyderabad
30336,1220,2023-08-10,Repair,11988,Yes,Mumbai
30337,307,2023-04-12,Repair,13921,Yes,Bangalore
30338,116,2023-12-28,Repair,12843,No,Bangalore
30339,1027,2023-09-18,Repair,9156,No,Hyderabad
30340,836,2023-12-24,Repair,9428,Yes,Bangalore
30341,1561,2023-03-15,Repair,11208,Yes,Bangalore
30342,785,2026-01-20,Minor,8096,Yes,Chennai
30343,133,2024-07-24,Minor,8804,Yes,Bangalore
30344,492,2025-08-15,Major,15739,Yes,Bangalore
30345,852,2025-07-16,Major,14564,Yes,Hyderabad
30346,1741,2026-01-06,Major,15024,No,Mumbai
30347,273,2025-10-31,Repair,11546,No,Hyderabad
30348,243,2024-11-08,Minor,7531,No,Chennai
30349,1371,2024-09-29,Major,17270,Yes,Hyderabad
30350,1913,2024-05-31,Minor,7638,Yes,Mumbai
30351,1769,2024-10-19,Repair,9995,No,Bangalore
30352,1335,2023-12-02,Repair,13364,Yes,Bangalore
30353,1313,2024-07-14,Repair,12772,Yes,Chennai
30354,855,2024-02-10,Minor,10562,Yes,Bangalore
30355,415,2024-07-26,Major,13821,No,Delhi
30356,1677,2025-01-30,Major,14288,No,Chennai
30357,1125,2023-10-16,Minor,11333,Yes,Hyderabad
30358,1378,2023-06-11,Repair,14252,Yes,Hyderabad
30359,746,2023-09-09,Major,19592,No,Mumbai
30360,1258,2023-09-18,Repair,9773,No,Delhi
30361,447,2023-06-25,Minor,7387,Yes,Mumbai
30362,454,2025-12-08,Major,19757,Yes,Hyderabad
30363,608,2024-01-26,Repair,13642,Yes,Bangalore
30364,1768,2025-12-08,Major,17538,No,Chennai
30365,617,2023-03-30,Minor,9622,Yes,Chennai
30366,1962,2025-05-08,Minor,9552,No,Chennai
30367,205,2025-01-25,Minor,10701,Yes,Bangalore
30368,1962,2025-05-29,Repair,12052,Yes,Hyderabad
30369,1311,2026-01-01,Repair,9862,Yes,Hyderabad
30370,881,2026-01-05,Minor,12480,Yes,Chennai
30371,1472,2023-06-12,Minor,7657,Yes,Bangalore
30372,856,2025-06-29,Major,16225,Yes,Hyderabad
